Payee,Paid_By,Payment_Amount,Payment_Date,Payee_Type,Payee_Address,City_State_Zip,Payment_Year,Expenditure_Type,Date_Reported,Report_Filed,Expense_Description,Travel_Outside_Texas,Political_Obligation,Reimbursement_Intended,Correction,View_Report,TRANSACTION_ID
Texas Workforce Commission,Austin Forward,$767.25,11/02/2016,Entity,101 E 15th St Austin,"Austin, TX, 78778-1442",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Payroll Taxes,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0040
The Home Depot,Austin Forward,$155.60,11/09/2016,Entity,3600 S Interstate 35 Austin,"Austin, TX, 78704-7419",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Field supplies,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0041
"Time Warner, Inc.",Austin Forward,$1037.00,11/07/2016,Entity,1 Time Warner Ctr New York,"New York, NY, 10019-6038",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Internet Service,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0042
"Time Warner, Inc.",Austin Forward,$313.45,11/30/2016,Entity,1 Time Warner Ctr New York,"New York, NY, 10019-6038",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Internet Service,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0043
Turf N' Surf,Austin Forward,$333.84,11/10/2016,Entity,407 Lavaca St Austin,"Austin, TX, 78701-2927",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Food & Drink,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0044
Turf N' Surf,Austin Forward,$49.80,11/10/2016,Entity,407 Lavaca St Austin,"Austin, TX, 78701-2927",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Food & Drink,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0045
United States Treasury,Austin Forward,$6950.15,11/14/2016,Entity,Eftps 1500 Pennsylvania Ave.,"Washington, DC",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Payroll Taxes,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0046
United States Treasury,Austin Forward,$5315.44,12/12/2016,Entity,Eftps 1500 Pennsylvania Ave.,"Washington, DC",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Payroll Taxes,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0047
United States Treasury,Austin Forward,$5326.69,12/14/2016,Entity,Eftps 1500 Pennsylvania Ave.,"Washington, DC",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Payroll Taxes,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0048
Walgreens,Austin Forward,$47.18,11/07/2016,Entity,4501 Guadalupe St Austin,"Austin, TX, 78751-2937",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Field supplies,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0049
"Anstead, Alexander",Austin Forward,$200.00,12/02/2016,Individual,4600 W Guadalupe St Apt B141 Austin,"Austin, TX, 78751-2956",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Contract Labor,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0050
Ian Huang,Texas Vote Environment PAC,$91.00,11/08/2016,Individual,3110 West Ave,"Austin, TX, 78705",2016,Political Expenditure from Political Contributions,01/12/2017,GPAC: General-Purpose Committee Campaign Finance Report,Canvassing,,,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269808),R20170117165342-F0012
US Bank,"Pressley, Laura",$156.00,08/17/2016,Entity,P.O. Box790408,"St. Louis, MO, 63179",2016,Political Expenditure from Political Contributions,01/17/2017,C/OH: Candidate/Officeholder Campaign Finance Report,Credit Card Payment | CC Payment,,,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269921),R20170117170407-F0007
"Balot, Michael",Austin Forward,$570.00,11/11/2016,Individual,2608B Carnarvon Ln Austin,"Austin, TX, 78704-5602",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Contract Labor,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0051
"Balot, Michael",Austin Forward,$350.00,12/02/2016,Individual,2608B Carnarvon Ln Austin,"Austin, TX, 78704-5602",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Contract Labor,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0052
"Bristow, David",Austin Forward,$1490.00,11/11/2016,Individual,1200 Garden St Austin,"Austin, TX, 78702-5323",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Contract Labor,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0053
"Bristow, David",Austin Forward,$300.00,12/02/2016,Individual,1200 Garden St Austin,"Austin, TX, 78702-5323",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Contract Labor,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0054
"Butts, David",Austin Forward,$5000.00,11/11/2016,Individual,1914 Patton Ln Austin,"Austin, TX, 78723-1236",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Consulting,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0055
"Butts, David",Austin Forward,$2000.00,12/02/2016,Individual,1914 Patton Ln Austin,"Austin, TX, 78723-1236",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Consulting,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0056
"Canada, Quianna",Austin Forward,$1125.00,11/11/2016,Individual,6604 Bourg Cv Austin,"Austin, TX, 78744-5331",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Contract Labor,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0057
"Canada, Quianna",Austin Forward,$300.00,12/02/2016,Individual,6604 Bourg Cv Austin,"Austin, TX, 78744-5331",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Contract Labor,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0058
"Chilton, Daniel",Austin Forward,$180.00,11/11/2016,Individual,1309 Webberville Rd Austin,"Austin, TX, 78721-1404",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Contract Labor,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0059
"Chincanchan, David",Austin Forward,$1757.20,10/31/2016,Individual,4908 Parell Path Austin,"Austin, TX, 78744-3808",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Salary,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0060
"Chincanchan, David",Austin Forward,$1757.19,11/15/2016,Individual,4908 Parell Path Austin,"Austin, TX, 78744-3808",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Salary,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0061
"Chincanchan, David",Austin Forward,$2935.82,12/05/2016,Individual,4908 Parell Path Austin,"Austin, TX, 78744-3808",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Salary,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0062
"Cotera, Martha",Austin Forward,$549.00,11/03/2016,Individual,1502 Norris Dr Austin,"Austin, TX, 78704-2021",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Translation,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0063
"Dandy, Terrence",Austin Forward,$320.00,10/31/2016,Individual,2505 Village Trail Cir Apt A Austin,"Austin, TX, 78744-3612",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Contract Labor,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0064
"Dandy, Terrence",Austin Forward,$180.00,11/04/2016,Individual,2505 Village Trail Cir Apt A Austin,"Austin, TX, 78744-3612",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Contract Labor,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0065
"Gramberg, Michael",Austin Forward,$1265.00,11/11/2016,Individual,8810 Tallwood Dr Apt 35 Austin,"Austin, TX, 78759-7572",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Contract Labor,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0066
"Gramberg, Michael",Austin Forward,$300.00,12/02/2016,Individual,8810 Tallwood Dr Apt 35 Austin,"Austin, TX, 78759-7572",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Contract Labor,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0067
"Hammitt, Timothy",Austin Forward,$600.00,11/08/2016,Individual,1430 Frontier Valley Dr Trlr 97 Austin,"Austin, TX, 78741-5319",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Contract Labor,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0068
"McDonald, Patrick",Austin Forward,$3000.00,12/02/2016,Individual,115 Coleman St Austin,"Austin, TX, 78704-6317",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Contract Labor,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0078
"McKinney, James",Austin Forward,$1500.00,11/03/2016,Individual,6917 Langston Dr Austin,"Austin, TX, 78723-2219",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Contract Labor,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0079
"McKinney, James",Austin Forward,$1500.00,11/11/2016,Individual,6917 Langston Dr Austin,"Austin, TX, 78723-2219",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Contract Labor,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0080
"Parker, Khai",Austin Forward,$90.00,11/02/2016,Individual,9601 Middle Fiskville Rd Apt V8 Austin,"Austin, TX, 78753-3862",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Contract Labor,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0081
"Rosshirt, Ryan",Austin Forward,$1125.00,11/11/2016,Individual,2713 Windswept Cv Apt 101 Austin,"Austin, TX, 78745-1408",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Contract Labor,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0082
"Rosshirt, Ryan",Austin Forward,$400.00,12/02/2016,Individual,2713 Windswept Cv Apt 101 Austin,"Austin, TX, 78745-1408",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Contract Labor,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0083
"Smith, Christian",Austin Forward,$1500.00,11/11/2016,Individual,4612 Caswell Ave Austin,"Austin, TX, 78751-3352",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Contract labor,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0084
"Warren, Kimie",Austin Forward,$360.00,11/09/2016,Individual,4501 E Riverside Dr Apt 3028 Austin,"Austin, TX, 78741-4783",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Contract Labor,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0086
"Wehler, Katherine",Austin Forward,$1076.20,10/31/2016,Individual,1144 Eleanor St Austin,"Austin, TX, 78721-2116",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Salary,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0087
"Wehler, Katherine",Austin Forward,$1076.19,11/15/2016,Individual,1144 Eleanor St Austin,"Austin, TX, 78721-2116",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Salary,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0088
"Wehler, Katherine",Austin Forward,$882.82,12/05/2016,Individual,1144 Eleanor St Austin,"Austin, TX, 78721-2116",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Salary,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0089
"Wick, Jim",Austin Forward,$3851.15,10/31/2016,Individual,10551 Billbrook Pl Austin,"Austin, TX, 78748-2430",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Salary,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0090
"Wick, Jim",Austin Forward,$3851.15,11/15/2016,Individual,10551 Billbrook Pl Austin,"Austin, TX, 78748-2430",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Salary,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0091
"Wick, Jim",Austin Forward,$4524.65,12/05/2016,Individual,10551 Billbrook Pl Austin,"Austin, TX, 78748-2430",2016,Political Expenditure from Political Contributions,01/17/2017,SPAC: Specific-Purpose Committee Campaign Finance Report,Salary,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),R20170123091851-F0092
Y Strategy,"Alter, Alison B.",$1551.00,01/02/2017,Entity,3110 Manor Rd,"Austin, TX, 78723",2017,Political Expenditure from Political Contributions,06/22/2017,C/OH: Candidate/Officeholder Campaign Finance Report,Consulting Expense | Field Services,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=279648),R20170623110302-F0001
Constant Contact,"Alter, Alison B.",$213.20,01/02/2017,Entity,1601 Trapelo Road,"Waltham, MA, 2451",2017,Political Expenditure from Political Contributions,06/22/2017,C/OH: Candidate/Officeholder Campaign Finance Report,Advertising Expense | Email List Management,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=279648),R20170623110302-F0002
CFC Consulting,"Alter, Alison B.",$750.00,01/02/2017,Entity,P.O. Box 301074,"Austin, TX, 78703",2017,Political Expenditure from Political Contributions,06/22/2017,C/OH: Candidate/Officeholder Campaign Finance Report,Consulting Expense | Compliance Consulting,,Yes,,,View Report (http://www.austintexas.gov/edims/document.cfm?id=279648),R20170623110302-F0003
