,course_name,course_link,course_instr,course_rating,coures_reviews,course_totalHourse,course_lectures,course_level,price,price_dis,course_enrollmenters
1668,Audit and Assurance AA (ACCA F8),https://www.udemy.com/course/acca-audit-and-assurance-aa-f8/,Compliance Security and Risk Management,3.5,9,5.0,78,Intermediate,19.99,11.99,0
1669,"Put ""juice"" into your presentations",https://www.udemy.com/course/there-are-no-dry-topics/,Oliver Hauss,4.2,9,1.0,11,Intermediate,39.99,11.99,0
1670,Winning ACT Prep,https://www.udemy.com/course/tpt-act-g/,Tom Stack,4.7,9,9.0,71,All Levels,0.0,119.99,0
1671,"Put ""juice"" into your presentations",https://www.udemy.com/course/there-are-no-dry-topics/,Oliver Hauss,4.2,9,1.0,11,Intermediate,39.99,11.99,0
1672,Complete Vietnamese Course - Upper Intermediate (B2),https://www.udemy.com/course/upper-intermediate-vietnamese-b2-level/,"Vietnamese Language Center, The Phi Huynh",4.5,9,5.0,17,Intermediate,19.99,11.99,0
1673,Learn Basics of Averages From Scratch,https://www.udemy.com/course/learn-basics-of-averages-from-scratch/,Mind Matters,4.3,9,1.0,12,Beginner,129.99,11.99,0
1674,"Successful Essay Writing for IELTS, TOEFL or University",https://www.udemy.com/course/successful-writing/,Victor Martins,3.5,9,1.0,12,All Levels,34.99,11.99,0
1675,How to talk to a bear – Learn Russian effectively,https://www.udemy.com/course/how-to-talk-to-a-bear/,"Alena Sokolova, Kristina Roslovtseva",4.6,9,3.0,19,Beginner,29.99,11.99,0
1676,"TEAS 6 Skills and Concepts, Number Skills Part 2: Algebra",https://www.udemy.com/course/teas-6-skills-and-concepts-number-skills-part-2-algebra/,Thunder FOX,4.9,9,3.5,37,All Levels,19.99,11.99,0
1677,The complete guide to becoming a master English speaker,https://www.udemy.com/course/master-the-english-language/,Steven K,4.6,9,1.5,21,All Levels,29.99,11.99,0
1678,CPC 1-2-3! Evaluation and Management Coding Made Easy,https://www.udemy.com/course/pivotmct-evaluation-and-management-1-2-3/,Tina Williams,4.6,9,1.5,5,All Levels,24.99,11.99,0
1679,Vivid Chinese® Chinese writing for beginners,https://www.udemy.com/course/vivid-chinese-writing-for-beginners/,Yu Qi Tang,4.9,9,3.0,28,Beginner,19.99,11.99,0
1680,Electrical Systems: Commissioning & Maintenance: Masterclass,https://www.udemy.com/course/electrical-systems-professional-masterclass/,Gamma Skills,4.0,9,1.5,9,All Levels,39.99,11.99,0
1681,Individual Psychological Therapies with Brain Injury,https://www.udemy.com/course/individual-psychological-therapies-with-brain-injury/,Dr Giles Yeates,3.7,9,2.5,9,Expert,109.99,11.99,0
1682,Learning about Early Childhood Care Education (ECCE),https://www.udemy.com/course/learning-about-early-childhood-care-education-ecce/,Dr. Dheeraj Mehrotra,3.0,9,30.0,7,All Levels,19.99,11.99,0
1683,Inverter : Learn most important power electronics converter,https://www.udemy.com/course/inverter-1/,Dr. Jignesh Makwana,3.8,10,6.5,32,Intermediate,39.99,11.99,0
1684,Master English Pronunciation with 1000+ WORDS!,https://www.udemy.com/course/master-english-pronunciation-with-1000-words/,Sacha Stevenson,4.6,9,3.5,82,Beginner,34.99,11.99,0
1685,NCLEX RN Endocrine System & Medications,https://www.udemy.com/course/nclex-rn-endocrine-system-medications/,Anila Simon,4.1,9,3.5,14,All Levels,34.99,11.99,0
1686,Practice Speaking with the 12 Verb Tenses,https://www.udemy.com/course/practice-speaking-with-the-12-verb-tenses/,Stuart Ransom,4.6,9,3.5,38,Intermediate,99.99,11.99,0
1687,Create Your Own Virtual Reality,https://www.udemy.com/course/virtualreality/,STEM Center USA,4.6,9,3.0,18,Beginner,0.0,0.0,0
1688,OpenFOAM programming from A to Multi region,https://www.udemy.com/course/openfoam-programming/,Ziad Baraka,3.4,9,1.5,21,Intermediate,0.0,0.0,0
1689,Understanding our Political Economy,https://www.udemy.com/course/understanding-our-political-economy/,Henry George School of Social Science,4.2,9,2.5,7,Beginner,0.0,0.0,0
1690,Freshman Year Spanish: Second Semester,https://www.udemy.com/course/freshman-year-spanish-second-semester/,Paul Sebastian,4.0,9,2.0,15,Intermediate,0.0,0.0,0
1691,Math for Data Science and Machine Learning: University Level,https://www.udemy.com/course/master-linear-algebra-and-probability-2-in-1-bundle/,AD Chauhdry (AD Maths Plus Academy),4.2,9,7.0,23,Expert,0.0,0.0,0
1692,Learn Spanish in 30 days!,https://www.udemy.com/course/learn-spanish-in-30-days/,HOW2 Publishing,3.4,9,3.0,30,Beginner,0.0,0.0,0
1693,LEGO Robotic C Programming,https://www.udemy.com/course/lego-robotic-c-programming/,Charlie Zhang,4.0,9,1.0,11,All Levels,0.0,0.0,0
1694,Spanish For English Speakers!,https://www.udemy.com/course/spanish-right-now/,Noelia Zaballa,4.3,9,1.0,8,All Levels,0.0,0.0,0
1695,The Path to Fluency - Spanish Level 1 (Part 2 / 10),https://www.udemy.com/course/the-path-to-fluency-spanish-level-1-part-2-10/,Story Time Language Learning,4.5,9,5.5,21,Intermediate,0.0,0.0,0
1696,Practice Speaking with the 12 Verb Tenses,https://www.udemy.com/course/practice-speaking-with-the-12-verb-tenses/,Stuart Ransom,4.6,9,3.5,38,Intermediate,0.0,0.0,0
1697,Pre-Intermediate English Course,https://www.udemy.com/course/pre-intermediate-english-course/,Mr. English,4.1,9,1.5,21,Beginner,0.0,0.0,0
1698,How to Always Pass the Exam,https://www.udemy.com/course/how-to-always-pass/,Entrepreneur School,4.2,9,1.0,21,All Levels,0.0,0.0,0
1699,Complete Hiragana Workbook with Video Tutorials,https://www.udemy.com/course/complete-hiragana-workbook-with-video-tutorials/,Kazue Kaneko,4.8,9,1.5,22,Beginner,0.0,0.0,0
1700,Learning about the Magic of Story Telling in Teaching,https://www.udemy.com/course/the-magic-of-story-telling-in-teaching/,Dr. Dheeraj Mehrotra,3.6,9,1.0,10,All Levels,0.0,0.0,0
1701,Freelance Online English Teaching with LessonSpeak,https://www.udemy.com/course/freelance-online-english-teaching-with-lessonspeak/,Johnny Ilca,3.8,9,3.0,36,Beginner,74.99,11.99,0
1702,Course Launching System : Build Profitable Online Courses,https://www.udemy.com/course/create-profitable-online-course/,Umesh Emmadishetty,3.6,9,4.0,21,All Levels,19.99,11.99,0
1703,Learn German: Language Lessons for Serious Learners,https://www.udemy.com/course/german-language-lessons-for-serious-learners/,Stefanie Weiss,5.0,9,10.0,25,Beginner,129.99,11.99,0
1704,Cantonese Character (Traditional Chinese) : Beginner Course,https://www.udemy.com/course/gabgabcantonese-300-chinese-character-part-1/,Gabrielle FUNG,4.2,9,2.5,31,Beginner,19.99,11.99,0
1705,Beginners Guide To Public International Law,https://www.udemy.com/course/beginners-guide-to-public-international-law/,Mauricio Gibson,2.9,9,2.5,7,Beginner,19.99,11.99,0
1706,New Capabilities in PLS Path Modeling,https://www.udemy.com/course/newplsuses/,"Geoffrey Hubona, Ph.D.",3.8,8,11.0,145,All Levels,39.99,11.99,0
1707,Torts Rule Statements for the Bar Exam & Law School Exam,https://www.udemy.com/course/torts-rule-statements-for-bar-review/,Kasey Shah,4.0,8,1.5,35,All Levels,19.99,11.99,0
1708,Medical care assistant basic sciences,https://www.udemy.com/course/medical-care-assistant-basic-sciences/,Wesley Nel,3.4,8,43.0,8,Beginner,79.99,11.99,0
1709,Become a Digital Content Marketer in 6 Weeks,https://www.udemy.com/course/become-a-digital-marketer-in-6-weeks/,Andrea Charles Fidelis,3.6,8,1.0,10,Intermediate,99.99,11.99,0
1710,Basics of Fertilizers,https://www.udemy.com/course/basics-of-fertilizers/,Chandrika Varadachari,4.3,8,2.5,13,Beginner,24.99,11.99,0
1711,Successful Meetings in English,https://www.udemy.com/course/successful-meetings-in-english/,"Neil Cowie, Keiko Sakui",4.5,8,1.5,14,Intermediate,19.99,11.99,0
1712,How to Become a Radically Happy Teacher,https://www.udemy.com/course/radically-happy-teacher/,"Jeison Gonzalez, Madison Fitzpatrick",4.4,8,35.0,7,All Levels,19.99,11.99,0
1713,Create Online Courses with Camtasia 2019 and PowerPoint 2016,https://www.udemy.com/course/create-online-courses-with-camtasia-2019-and-powerpoint-2016/,Brian Jackson,3.9,8,4.5,27,Beginner,19.99,11.99,0
1714,Ultimate WIND ENERGY Masterclass. Beginner to Advanced Level,https://www.udemy.com/course/ultimate-wind-energy-masterclass-beginner-to-advanced-level/,Amr Saleh,4.7,8,8.0,56,Beginner,49.99,11.99,0
1715,LS DYNA - A Simulation Training with Practical Applications,https://www.udemy.com/course/ls-dyna-a-simulation-training-with-practical-applications/,Veer Tutorial,4.5,8,4.5,40,All Levels,49.99,11.99,0
1716,Calculus & Linear Algebra for Machine Learning from Scratch,https://www.udemy.com/course/linear-algebra-for-machine-learning-from-scratch/,Ajatshatru Mishra,4.2,8,3.0,32,Beginner,64.99,11.99,0
1717,LS DYNA - A Simulation Training with Practical Applications,https://www.udemy.com/course/ls-dyna-a-simulation-training-with-practical-applications/,Veer Tutorial,4.5,8,4.5,40,All Levels,49.99,11.99,0
1718,Torts Rule Statements for the Bar Exam & Law School Exam,https://www.udemy.com/course/torts-rule-statements-for-bar-review/,Kasey Shah,4.0,8,1.5,35,All Levels,19.99,11.99,0
1719,Ultimate WIND ENERGY Masterclass. Beginner to Advanced Level,https://www.udemy.com/course/ultimate-wind-energy-masterclass-beginner-to-advanced-level/,Amr Saleh,4.7,8,8.0,56,Beginner,49.99,11.99,0
1720,Basics of Fertilizers,https://www.udemy.com/course/basics-of-fertilizers/,Chandrika Varadachari,4.3,8,2.5,13,Beginner,24.99,11.99,0
1721,Quadratic Equations,https://www.udemy.com/course/quadratics/,Omer Qahtan,3.5,8,32.0,7,All Levels,49.99,11.99,0
1722,2G - GSM Network Course-Global System For Mob. Communication,https://www.udemy.com/course/2g-gsm-network-course-global-system-for-mob-communication/,"Amir Magdy, Mohamed Hatem",3.4,8,4.5,21,Beginner,0.0,19.99,0
1723,Circuit Theory Bootcamp,https://www.udemy.com/course/circuit-theory-bootcamp/,Ayush Srivastav,3.7,8,9.5,91,All Levels,79.99,11.99,0
1724,Fly Through English - Verb Tenses,https://www.udemy.com/course/fly-through-english-verb-tenses/,Kieran Ball,3.7,8,5.5,91,Intermediate,129.99,11.99,0
1725,Scholarly Unicorn's Linear Algebra Course - Part 1,https://www.udemy.com/course/linear-algebra-linear-equations/,Steve Warner,4.8,8,1.5,8,All Levels,19.99,11.99,0
1726,Montessori Education Teaching Methods - Essentials Concepts,https://www.udemy.com/course/montessori-education-teaching-methods-essentials-concepts/,Farhat Tazeen,3.2,8,1.5,10,All Levels,129.99,11.99,0
1727,Practical Approach to Performance Improvement,https://www.udemy.com/course/practical-approach-to-performance-improvement/,FlyCatcher Training Media,4.5,8,1.0,8,Intermediate,54.99,11.99,0
1728,Heat And Mass Transfer - HMT,https://www.udemy.com/course/heat-and-mass-transfer/,J Aatish Rao,4.1,8,4.5,45,All Levels,49.99,11.99,0
1729,Race Car Vehicle Dynamics - Fundamental Theory,https://www.udemy.com/course/race-car-vehicle-dynamics/,"Shi Yan, CEng MIMechE",4.0,8,3.5,15,Beginner,0.0,19.99,0
1730,Build Your Course Easily On The Udemy Platform : Unofficial,https://www.udemy.com/course/build-your-course-easily-on-the-udemy-platform-unofficial/,Joseph adam,4.6,8,1.0,19,Beginner,129.99,11.99,0
1731,Design of Unreinforced Masonry / Block Walls as per AS3700,https://www.udemy.com/course/design-of-unreinforced-masonry-block-walls/,Structural Engineering Design Centre (SEDC),4.1,8,37.0,15,Beginner,24.99,11.99,0
1732,Learn French for beginners with Audrey&Nico,https://www.udemy.com/course/learn-french-for-beginners-with-audreynico/,Two Frencheez,3.6,8,1.5,40,Beginner,19.99,11.99,0
1733,general Aptitude,https://www.udemy.com/course/aptitude/,NAGA PRIYA RAMANI Garrey,3.0,8,3.0,11,All Levels,19.99,11.99,0
1734,Single phase transformerless inverters using MATLAB,https://www.udemy.com/course/-transformerless-pv-inverters/,Mohd khalid,3.3,8,5.5,34,All Levels,19.99,11.99,0
1735,TOEIC Preparation Course,https://www.udemy.com/course/toeic-preparation-course/,John Rooney,4.1,8,10.5,96,Intermediate,19.99,11.99,0
1736,Health and Safety- Risk Assessment,https://www.udemy.com/course/health-and-safety-risk-assessment/,Saju Mathew,4.3,8,1.5,12,All Levels,0.0,19.99,0
1737,Türkçeye Uygun TEK Yöntem ile TEMEL İngilizce Eğitimi,https://www.udemy.com/course/turkceye-uygun-tek-yontem-ile-temel-ingilizce-egitimi/,Suat Aytan,5.0,8,1.0,11,All Levels,129.99,11.99,0
1738,Reasoning Ability Mastery,https://www.udemy.com/course/reasoning-ability-mastery/,Mandar Zarekar,4.8,8,20.0,88,All Levels,119.99,11.99,0
1739,Postmodern Architecture,https://www.udemy.com/course/postmodern-architecture/,Federico von Borstel,4.9,8,2.0,16,All Levels,129.99,11.99,0
1740,Effective Strategies for Teaching Differently (ESTeD),https://www.udemy.com/course/effective-strategies-for-teaching-differently-ested/,"Balasaraswathy Nair, M.A, B.Ed, M.Ed, M.Phil (Specific Learning Disability), Mahima Nair",3.7,8,1.5,21,Expert,19.99,11.99,0
1741,10 Cool Ways To Become A Better Online Teacher,https://www.udemy.com/course/10-cool-ways-to-become-a-better-online-teacher/,Mike DeVincent,4.7,8,1.0,12,Beginner,19.99,11.99,0
1742,Mastering Algebra,https://www.udemy.com/course/algebracourseone/,"A O, Miles Turnbull",4.6,8,19.5,105,Beginner,19.99,11.99,0
1743,Train Adults in 8 Simple Steps - Free Workbooks Included,https://www.udemy.com/course/train-adults-in-8-simple-steps-free-workbooks-included/,"Warren Chalklen, PhD",3.1,8,1.5,21,All Levels,24.99,11.99,0
1744,Logistics for Beginners,https://www.udemy.com/course/logistics-for-beginners/,Mircea Teodorescu,3.6,8,1.0,7,Beginner,19.99,11.99,0
1745,Academic Business Research Methods: Strategy for Success,https://www.udemy.com/course/academic-business-research-methods-strategy-for-success/,Janaka Low,4.2,8,1.0,27,Intermediate,19.99,11.99,0
1746,How To Create & Launch a Successful Udemy Course- Unofficial,https://www.udemy.com/course/how-to-create-launch-a-successful-udemy-course-unofficial/,Tomer Algrably,4.4,8,3.0,35,Beginner,19.99,11.99,0
1747,Introduction to English Linguistics,https://www.udemy.com/course/english-linguitics-and-modern-language/,Yassine El Rhaffouli,3.5,8,1.5,24,Beginner,49.99,11.99,0
1748,Caregiver University - Episode 1 (CEU),https://www.udemy.com/course/caregiver-university-episode-1-ceu/,21st Century Educational Consulting,4.5,8,33.0,12,Beginner,29.99,11.99,0
1749,Learn why and how to help older people master IT,https://www.udemy.com/course/learn-why-and-how-to-help-older-people-master-it/,Helen Hasan,4.6,8,1.5,23,Beginner,24.99,11.99,0
1750,How to Maximise Every Child's Potential?,https://www.udemy.com/course/how-to-maximise-every-childs-potential/,Dr. Dheeraj Mehrotra,3.3,8,1.0,11,All Levels,19.99,11.99,0
1751,Mathematical intuition behind Special and General Relativity,https://www.udemy.com/course/mathematical-intuition-behind-special-and-general-relativity/,Emanuele Pesaresi,4.2,8,12.0,68,All Levels,129.99,11.99,0
1752,The Ultimate Beginner's Guide to Teaching/Training Online,https://www.udemy.com/course/the-ultimate-beginners-guide-to-teachingtraining-online/,"Elle O'Keeffe, Latricia Roundtree",4.3,8,1.5,12,Beginner,24.99,11.99,0
1753,Teach Music Full/ Part Time: Grow a Music Teaching Practice,https://www.udemy.com/course/teach-music-full-part-time-start-a-music-teaching-practice/,Eve Williams MMus,4.8,8,3.0,34,All Levels,59.99,11.99,0
1754,Ukrainian language (for beginners),https://www.udemy.com/course/ukrainian-language-for-beginners/,Valentyna Nechyporuk,4.6,8,2.5,20,Beginner,129.99,11.99,0
1755,Earth Art,https://www.udemy.com/course/earth-art/,Federico von Borstel,4.0,8,1.0,12,All Levels,129.99,11.99,0
1756,Chinese Intermediate 1 - Everything in HSK 3 (Course B),https://www.udemy.com/course/chinese-intermediate-1b/,Winkie Wong,4.9,8,6.0,83,Intermediate,24.99,11.99,0
1757,Swiss-German for beginners,https://www.udemy.com/course/swiss-german-for-beginners/,Mathias W. M. Müller,4.6,8,1.0,10,Beginner,19.99,11.99,0
1758,"Physics 100: Mastering Impulse, Momentum, and Collisions",https://www.udemy.com/course/physics100momentum/,"Eric Meloche, Ph.D.",4.9,8,6.0,60,All Levels,19.99,11.99,0
1759,Manga Module 2: Realism,https://www.udemy.com/course/manga-module-2-realism/,"Aso College Group (Japan) Anime and Manga Course, Contents Provider ASO College Group",4.4,8,2.0,42,All Levels,0.0,19.99,0
1760,Anatomy and Physiology 1 (A&P I),https://www.udemy.com/course/ap1complete/,Nicole Fauster,4.1,8,22.5,69,Beginner,0.0,24.99,0
1761,Mastering Classroom Management,https://www.udemy.com/course/mastering-classroom-management/,Darnell Nathaniel,4.4,8,1.5,6,Beginner,24.99,11.99,0
1762,Math Skills For Allied Health Students,https://www.udemy.com/course/basic-math-skills-for-allied-health-students/,Susana Mullikin,4.0,8,4.0,38,Beginner,19.99,12.99,0
1763,Elementary Japanese vocabulary and grammar 基礎日本語語彙と文法,https://www.udemy.com/course/japanese-vocabulary-and-grammar/,Luna W,3.5,8,31.0,5,Beginner,49.99,11.99,0
1764,How to Get Your Coast Guard Captain's License,https://www.udemy.com/course/captains-license/,Christopher D. Nolan,4.5,8,2.5,23,Intermediate,24.99,11.99,0
1765,Learn to Read Hangeul (The Korean Alphabet),https://www.udemy.com/course/learn-to-read-korean-in-one-hour/,Sara Maria Hasbun,4.8,8,40.0,8,Beginner,19.99,11.99,0
1766,Civil 3D Level 3/4 - for Civil Works and Land Surveying,https://www.udemy.com/course/land-civil3d-for-topography-and-civil-works-level-3/,"AulaGEO Academy, Robin Alexis Olaya",4.4,8,11.0,50,Intermediate,119.99,11.99,0
1767,Intrapreneurship 101: Skills for Entrepreneurs on the Inside,https://www.udemy.com/course/intrapreneurship/,"League of Intrapreneurs, Florencia Estrade, Maggie De Pree",4.4,8,2.5,43,All Levels,0.0,99.99,0
1768,State Machines and VHDL Implementation of State Machines,https://www.udemy.com/course/state-machines-and-vhdl-implementation-of-state-machines/,Prof. Dr. Academic Educator,3.7,8,4.0,15,All Levels,19.99,11.99,0
1769,Technology in Early Childhood Education Accredited Online PD,https://www.udemy.com/course/ict-in-early-childhood-education/,Michael Hilkemeijer,4.6,8,3.5,59,All Levels,0.0,189.99,0
1770,IELTS Writing Masterclass,https://www.udemy.com/course/ielts-writing/,English Speaking and English Grammar with Oliver,3.9,8,2.0,21,All Levels,129.99,11.99,0
1771,"Speak English Confidently. Pass Exams. Fun, Fast & Powerful!",https://www.udemy.com/course/teapot-english-earl-grey/,Tania101 The Facilitator,4.7,8,2.5,28,All Levels,19.99,11.99,0
1772,Fundamentals of Trigonometry,https://www.udemy.com/course/beginning-trigonometry/,Joseph Gerth,4.4,8,6.0,22,Intermediate,0.0,19.99,0
